最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第6376次迭代：f(x_i)=4.755316575934175e-07, x_1=9.993104968186236e-01,x_2=9.986203872919052e-01
第6377次迭代：f(x_i)=4.747425456598634e-07, x_1=9.993120821568929e-01,x_2=9.986207496316866e-01
第6378次迭代：f(x_i)=4.739551521599304e-07, x_1=9.993116412840569e-01,x_2=9.986226727530079e-01
第6379次迭代：f(x_i)=4.731693265057273e-07, x_1=9.993132232214661e-01,x_2=9.986230361174185e-01
第6380次迭代：f(x_i)=4.723846853513689e-07, x_1=9.993127825577370e-01,x_2=9.986249563078923e-01
第6381次迭代：f(x_i)=4.716013256433079e-07, x_1=9.993143623947747e-01,x_2=9.986253188080525e-01
第6382次迭代：f(x_i)=4.708194296320269e-07, x_1=9.993139219319644e-01,x_2=9.986272360764666e-01
第6383次迭代：f(x_i)=4.700385256312999e-07, x_1=9.993154979838943e-01,x_2=9.986275973211491e-01
第6384次迭代：f(x_i)=4.692585674462813e-07, x_1=9.993150598897298e-01,x_2=9.986295136885359e-01
第6385次迭代：f(x_i)=4.684799900521394e-07, x_1=9.993166343093973e-01,x_2=9.986298738423740e-01
第6386次迭代：f(x_i)=4.677028871074863e-07, x_1=9.993161962631807e-01,x_2=9.986317861650330e-01
第6387次迭代：f(x_i)=4.669269833502572e-07, x_1=9.993177677359446e-01,x_2=9.986321458884555e-01
第6388次迭代：f(x_i)=4.661523711951193e-07, x_1=9.993173307441775e-01,x_2=9.986340548731152e-01
第6389次迭代：f(x_i)=4.653791295868918e-07, x_1=9.993188992839626e-01,x_2=9.986344141623281e-01
第6390次迭代：f(x_i)=4.646070023524334e-07, x_1=9.993184630266357e-01,x_2=9.986363211709135e-01
第6391次迭代：f(x_i)=4.638360576295123e-07, x_1=9.993200299671416e-01,x_2=9.986366793622985e-01
第6392次迭代：f(x_i)=4.630667634013840e-07, x_1=9.993195942200628e-01,x_2=9.986385802337621e-01
第6393次迭代：f(x_i)=4.622990134856449e-07, x_1=9.993211578577814e-01,x_2=9.986389394086074e-01
第6394次迭代：f(x_i)=4.615324237608029e-07, x_1=9.993207222589935e-01,x_2=9.986408374123298e-01
第6395次迭代：f(x_i)=4.607670675063433e-07, x_1=9.993222838789843e-01,x_2=9.986411957037952e-01
第6396次迭代：f(x_i)=4.600031751513025e-07, x_1=9.993218484206262e-01,x_2=9.986430908483463e-01
第6397次迭代：f(x_i)=4.592402025069369e-07, x_1=9.993234063572849e-01,x_2=9.986434478698936e-01
第6398次迭代：f(x_i)=4.584782188855377e-07, x_1=9.993229731823113e-01,x_2=9.986453421528037e-01
第6399次迭代：f(x_i)=4.577175038586228e-07, x_1=9.993245295635074e-01,x_2=9.986456980672141e-01
第6400次迭代：f(x_i)=4.569583248881450e-07, x_1=9.993240963783077e-01,x_2=9.986475883809902e-01
第6401次迭代：f(x_i)=4.562002067182912e-07, x_1=9.993256499041620e-01,x_2=9.986479438412702e-01
第6402次迭代：f(x_i)=4.554434762514421e-07, x_1=9.993252177039740e-01,x_2=9.986498308842875e-01
第6403次迭代：f(x_i)=4.546879438585008e-07, x_1=9.993267683879336e-01,x_2=9.986501858868451e-01
第6404次迭代：f(x_i)=4.539336561878209e-07, x_1=9.993263371624511e-01,x_2=9.986520696688717e-01
第6405次迭代：f(x_i)=4.531806985507875e-07, x_1=9.993278850178932e-01,x_2=9.986524242101447e-01
第6406次迭代：f(x_i)=4.524288478859631e-07, x_1=9.993274544516449e-01,x_2=9.986543060749674e-01
第6407次迭代：f(x_i)=4.516781094583032e-07, x_1=9.993290007943966e-01,x_2=9.986546595002367e-01
第6408次迭代：f(x_i)=4.509290342729600e-07, x_1=9.993285706666130e-01,x_2=9.986565353415088e-01
第6409次迭代：f(x_i)=4.501813898832554e-07, x_1=9.993301138151720e-01,x_2=9.986568897048196e-01
第6410次迭代：f(x_i)=4.494349651330412e-07, x_1=9.993296837688578e-01,x_2=9.986587627486665e-01
第6411次迭代：f(x_i)=4.486896345754352e-07, x_1=9.993312249911518e-01,x_2=9.986591162079133e-01
第6412次迭代：f(x_i)=4.479458530026533e-07, x_1=9.993307958118977e-01,x_2=9.986609830129217e-01
第6413次迭代：f(x_i)=4.472037072704826e-07, x_1=9.993323342375495e-01,x_2=9.986613378298621e-01
第6414次迭代：f(x_i)=4.464628163806054e-07, x_1=9.993319046042247e-01,x_2=9.986632002944219e-01
第6415次迭代：f(x_i)=4.457232291085460e-07, x_1=9.993334400969598e-01,x_2=9.986635547151714e-01
第6416次迭代：f(x_i)=4.449846962628219e-07, x_1=9.993330110778167e-01,x_2=9.986654159639797e-01
第6417次迭代：f(x_i)=4.442471348720725e-07, x_1=9.993345431828705e-01,x_2=9.986657684015159e-01
第6418次迭代：f(x_i)=4.435103478653123e-07, x_1=9.993341163155283e-01,x_2=9.986676307253902e-01
第6419次迭代：f(x_i)=4.427745303776923e-07, x_1=9.993356469262893e-01,x_2=9.986679808550176e-01
第6420次迭代：f(x_i)=4.420401383610167e-07, x_1=9.993352209575164e-01,x_2=9.986698399925997e-01
第6421次迭代：f(x_i)=4.413068116684345e-07, x_1=9.993367488402842e-01,x_2=9.986701896354924e-01
第6422次迭代：f(x_i)=4.405748089334806e-07, x_1=9.993363237603137e-01,x_2=9.986720455962120e-01
第6423次迭代：f(x_i)=4.398439625109072e-07, x_1=9.993378489278817e-01,x_2=9.986723947490530e-01
第6424次迭代：f(x_i)=4.391143433485226e-07, x_1=9.993374247270069e-01,x_2=9.986742475423021e-01
第6425次迭代：f(x_i)=4.383859667260157e-07, x_1=9.993389471921030e-01,x_2=9.986745962018020e-01
第6426次迭代：f(x_i)=4.376587254263491e-07, x_1=9.993385238606775e-01,x_2=9.986764458369350e-01
第6427次迭代：f(x_i)=4.369328081883322e-07, x_1=9.993400436359648e-01,x_2=9.986767939998318e-01
第6428次迭代：f(x_i)=4.362079389718148e-07, x_1=9.993396208646977e-01,x_2=9.986786417960734e-01
第6429次迭代：f(x_i)=4.354841385563886e-07, x_1=9.993411392417345e-01,x_2=9.986789888197319e-01
第6430次迭代：f(x_i)=4.347619674461829e-07, x_1=9.993407168143330e-01,x_2=9.986808307448267e-01
第6431次迭代：f(x_i)=4.340411276367881e-07, x_1=9.993422321416066e-01,x_2=9.986811786463241e-01
第6432次迭代：f(x_i)=4.333215339463475e-07, x_1=9.993418097079004e-01,x_2=9.986830178678142e-01
第6433次迭代：f(x_i)=4.326029025513186e-07, x_1=9.993433216030131e-01,x_2=9.986833644655865e-01
第6434次迭代：f(x_i)=4.318851430801665e-07, x_1=9.993429012431767e-01,x_2=9.986852029220177e-01
第6435次迭代：f(x_i)=4.311686013439488e-07, x_1=9.993444117705268e-01,x_2=9.986855483744701e-01
第6436次迭代：f(x_i)=4.304535200762904e-07, x_1=9.993439912593295e-01,x_2=9.986873830494433e-01
第6437次迭代：f(x_i)=4.297393877274870e-07, x_1=9.993454991567700e-01,x_2=9.986877279906125e-01
第6438次迭代：f(x_i)=4.290266488062972e-07, x_1=9.993450794608266e-01,x_2=9.986895595615968e-01
第6439次迭代：f(x_i)=4.283149157384270e-07, x_1=9.993465847406559e-01,x_2=9.986899039883723e-01
第6440次迭代：f(x_i)=4.276045134656450e-07, x_1=9.993461658507122e-01,x_2=9.986917324644734e-01
第6441次迭代：f(x_i)=4.268951696241817e-07, x_1=9.993476685251669e-01,x_2=9.986920763737708e-01
第6442次迭代：f(x_i)=4.261870983026703e-07, x_1=9.993472504320251e-01,x_2=9.986939017640587e-01
第6443次迭代：f(x_i)=4.254801336845559e-07, x_1=9.993487505132805e-01,x_2=9.986942451528189e-01
第6444次迭代：f(x_i)=4.247743876185113e-07, x_1=9.993483332077987e-01,x_2=9.986960674663282e-01
第6445次迭代：f(x_i)=4.240697922715827e-07, x_1=9.993498307079695e-01,x_2=9.986964103315177e-01
第6446次迭代：f(x_i)=4.233663657665744e-07, x_1=9.993494141810615e-01,x_2=9.986982295772477e-01
第6447次迭代：f(x_i)=4.226641297896043e-07, x_1=9.993509091122014e-01,x_2=9.986985719158581e-01
第6448次迭代：f(x_i)=4.219630171527654e-07, x_1=9.993504933548365e-01,x_2=9.987003881027732e-01
第6449次迭代：f(x_i)=4.212631306949375e-07, x_1=9.993519857289396e-01,x_2=9.987007299118209e-01
第6450次迭代：f(x_i)=4.205643262354893e-07, x_1=9.993515707321412e-01,x_2=9.987025430488505e-01
第6451次迭代：f(x_i)=4.198667794958232e-07, x_1=9.993530605611421e-01,x_2=9.987028843253769e-01
第6452次迭代：f(x_i)=4.191702775248983e-07, x_1=9.993526463159881e-01,x_2=9.987046944214163e-01
第6453次迭代：f(x_i)=4.184750607518885e-07, x_1=9.993541336117626e-01,x_2=9.987050351624869e-01
第6454次迭代：f(x_i)=4.177808555828424e-07, x_1=9.993537201093846e-01,x_2=9.987068422263967e-01
第6455次迭代：f(x_i)=4.170879590743606e-07, x_1=9.993552048837493e-01,x_2=9.987071824291016e-01
第6456次迭代：f(x_i)=4.163960449765120e-07, x_1=9.993547918225127e-01,x_2=9.987089877495046e-01
第6457次迭代：f(x_i)=4.157051419957470e-07, x_1=9.993562753368184e-01,x_2=9.987093267862494e-01
第6458次迭代：f(x_i)=4.150158297866775e-07, x_1=9.993558625059815e-01,x_2=9.987111264232920e-01
第6459次迭代：f(x_i)=4.143277261909229e-07, x_1=9.993573431461331e-01,x_2=9.987114662650461e-01
第6460次迭代：f(x_i)=4.136409005512585e-07, x_1=9.993569302039845e-01,x_2=9.987132633132477e-01
第6461次迭代：f(x_i)=4.129548781378444e-07, x_1=9.993584075957050e-01,x_2=9.987136018289283e-01
第6462次迭代：f(x_i)=4.122698299651160e-07, x_1=9.993579965751299e-01,x_2=9.987153981820222e-01
第6463次迭代：f(x_i)=4.115857756500277e-07, x_1=9.993594727353389e-01,x_2=9.987157355264195e-01
第6464次迭代：f(x_i)=4.109033090578169e-07, x_1=9.993590619218535e-01,x_2=9.987175262354911e-01
第6465次迭代：f(x_i)=4.102220208225407e-07, x_1=9.993605352443453e-01,x_2=9.987178643698423e-01
第6466次迭代：f(x_i)=4.095420216395383e-07, x_1=9.993601242980049e-01,x_2=9.987196525139960e-01
第6467次迭代：f(x_i)=4.088627883226028e-07, x_1=9.993615944102300e-01,x_2=9.987199893178756e-01
第6468次迭代：f(x_i)=4.081845545033556e-07, x_1=9.993611856439142e-01,x_2=9.987217755142395e-01
第6469次迭代：f(x_i)=4.075075750785684e-07, x_1=9.993626533154615e-01,x_2=9.987221117602341e-01
第6470次迭代：f(x_i)=4.068315924928971e-07, x_1=9.993622452232406e-01,x_2=9.987238949939535e-01
第6471次迭代：f(x_i)=4.061568576381268e-07, x_1=9.993637104654740e-01,x_2=9.987242306793399e-01
第6472次迭代：f(x_i)=4.054831206284181e-07, x_1=9.993633030389451e-01,x_2=9.987260109589773e-01
第6473次迭代：f(x_i)=4.048106210679651e-07, x_1=9.993647658631729e-01,x_2=9.987263460810549e-01
第6474次迭代：f(x_i)=4.041391239805786e-07, x_1=9.993643590939831e-01,x_2=9.987281234151399e-01
第6475次迭代：f(x_i)=4.034688504845410e-07, x_1=9.993658195114593e-01,x_2=9.987284579712307e-01
第6476次迭代：f(x_i)=4.027995876698512e-07, x_1=9.993654133913054e-01,x_2=9.987302323682612e-01
第6477次迭代：f(x_i)=4.021315310537989e-07, x_1=9.993668714132293e-01,x_2=9.987305663557092e-01
第6478次迭代：f(x_i)=4.014644968665350e-07, x_1=9.993664659338570e-01,x_2=9.987323378241514e-01
第6479次迭代：f(x_i)=4.007986479910518e-07, x_1=9.993679215713743e-01,x_2=9.987326712403228e-01
第6480次迭代：f(x_i)=4.001338367900416e-07, x_1=9.993675167245789e-01,x_2=9.987344397886108e-01
第6481次迭代：f(x_i)=3.994701865611792e-07, x_1=9.993689699887811e-01,x_2=9.987347726308938e-01
第6482次迭代：f(x_i)=3.988075927098963e-07, x_1=9.993685657664059e-01,x_2=9.987365382674304e-01
第6483次迭代：f(x_i)=3.981461320778198e-07, x_1=9.993700166683318e-01,x_2=9.987368705332349e-01
第6484次迭代：f(x_i)=3.974857499445197e-07, x_1=9.993696130622681e-01,x_2=9.987386332663917e-01
第6485次迭代：f(x_i)=3.968264699036578e-07, x_1=9.993710616129037e-01,x_2=9.987389649531490e-01
第6486次迭代：f(x_i)=3.961682938612230e-07, x_1=9.993706586150910e-01,x_2=9.987407247912664e-01
第6487次迭代：f(x_i)=3.955111854502248e-07, x_1=9.993721048253693e-01,x_2=9.987410558964293e-01
第6488次迭代：f(x_i)=3.948552098765028e-07, x_1=9.993717024277945e-01,x_2=9.987428128478169e-01
第6489次迭代：f(x_i)=3.942002641775902e-07, x_1=9.993731463085966e-01,x_2=9.987431433688592e-01
第6490次迭代：f(x_i)=3.935464834555754e-07, x_1=9.993727445032936e-01,x_2=9.987448974417957e-01
第6491次迭代：f(x_i)=3.928936915942082e-07, x_1=9.993741860654489e-01,x_2=9.987452273762125e-01
第6492次迭代：f(x_i)=3.922421001119673e-07, x_1=9.993737848444986e-01,x_2=9.987469785789463e-01
第6493次迭代：f(x_i)=3.915914532568451e-07, x_1=9.993752240987848e-01,x_2=9.987473079242536e-01
第6494次迭代：f(x_i)=3.909420454079348e-07, x_1=9.993748234543142e-01,x_2=9.987490562650025e-01
第6495次迭代：f(x_i)=3.902935347705240e-07, x_1=9.993762604114582e-01,x_2=9.987493850187367e-01
第6496次迭代：f(x_i)=3.896463049538902e-07, x_1=9.993758603356404e-01,x_2=9.987511305056886e-01
第6497次迭代：f(x_i)=3.889999217879278e-07, x_1=9.993772950063184e-01,x_2=9.987514586654066e-01
第6498次迭代：f(x_i)=3.883548642548837e-07, x_1=9.993768959374493e-01,x_2=9.987531993609796e-01
第6499次迭代：f(x_i)=3.877110646813335e-07, x_1=9.993783279706397e-01,x_2=9.987535282281644e-01
第6500次迭代：f(x_i)=3.870683682302983e-07, x_1=9.993779286524688e-01,x_2=9.987552664903449e-01
第6501次迭代：f(x_i)=3.864264814401176e-07, x_1=9.993793576850335e-01,x_2=9.987555940040844e-01
第6502次迭代：f(x_i)=3.857854823615232e-07, x_1=9.993789600843478e-01,x_2=9.987573316645885e-01
第6503次迭代：f(x_i)=3.851454024951416e-07, x_1=9.993803880666785e-01,x_2=9.987576579749490e-01
第6504次迭代：f(x_i)=3.845068528824657e-07, x_1=9.993799905258979e-01,x_2=9.987593902461009e-01
第6505次迭代：f(x_i)=3.838693271429317e-07, x_1=9.993814159035850e-01,x_2=9.987597172505643e-01
第6506次迭代：f(x_i)=3.832331194179166e-07, x_1=9.993810188281510e-01,x_2=9.987614439198234e-01
第6507次迭代：f(x_i)=3.825982366506954e-07, x_1=9.993824419556874e-01,x_2=9.987617720121188e-01
第6508次迭代：f(x_i)=3.819645810146437e-07, x_1=9.993820441256474e-01,x_2=9.987634948342984e-01
第6509次迭代：f(x_i)=3.813318065692738e-07, x_1=9.993834648747897e-01,x_2=9.987638223933463e-01
第6510次迭代：f(x_i)=3.807002466952938e-07, x_1=9.993830677190799e-01,x_2=9.987655423524056e-01
第6511次迭代：f(x_i)=3.800695719345452e-07, x_1=9.993844861006260e-01,x_2=9.987658693756688e-01
第6512次迭代：f(x_i)=3.794401025010918e-07, x_1=9.993840896113004e-01,x_2=9.987675864797703e-01
第6513次迭代：f(x_i)=3.788115188304244e-07, x_1=9.993855056359959e-01,x_2=9.987679129647329e-01
第6514次迭代：f(x_i)=3.781841345204794e-07, x_1=9.993851098051550e-01,x_2=9.987696272220085e-01
第6515次迭代：f(x_i)=3.775576333873251e-07, x_1=9.993865234836939e-01,x_2=9.987699531661757e-01
第6516次迭代：f(x_i)=3.769323288882249e-07, x_1=9.993861283034852e-01,x_2=9.987716645847269e-01
第6517次迭代：f(x_i)=3.763079017815644e-07, x_1=9.993875396465102e-01,x_2=9.987719899856249e-01
第6518次迭代：f(x_i)=3.756846717851192e-07, x_1=9.993871451091275e-01,x_2=9.987736985735232e-01
第6519次迭代：f(x_i)=3.750623102356452e-07, x_1=9.993885541272300e-01,x_2=9.987740234286988e-01
第6520次迭代：f(x_i)=3.744411494380108e-07, x_1=9.993881602249141e-01,x_2=9.987757291939854e-01
第6521次迭代：f(x_i)=3.738208450177809e-07, x_1=9.993895669286347e-01,x_2=9.987760535010063e-01
第6522次迭代：f(x_i)=3.732017481202606e-07, x_1=9.993891736536713e-01,x_2=9.987777564516925e-01
第6523次迭代：f(x_i)=3.725834924419870e-07, x_1=9.993905780535004e-01,x_2=9.987780802081468e-01
第6524次迭代：f(x_i)=3.719664541504308e-07, x_1=9.993901853982214e-01,x_2=9.987797803522146e-01
第6525次迭代：f(x_i)=3.713502388677212e-07, x_1=9.993915875045993e-01,x_2=9.987801035557106e-01
第6526次迭代：f(x_i)=3.707352538932545e-07, x_1=9.993911954613813e-01,x_2=9.987818009011122e-01
第6527次迭代：f(x_i)=3.701210706998046e-07, x_1=9.993925952846988e-01,x_2=9.987821235492782e-01
第6528次迭代：f(x_i)=3.695081337584155e-07, x_1=9.993922038459636e-01,x_2=9.987838181039368e-01
第6529次迭代：f(x_i)=3.688959743883332e-07, x_1=9.993936013965617e-01,x_2=9.987841401944213e-01
第6530次迭代：f(x_i)=3.682850802014944e-07, x_1=9.993932105547754e-01,x_2=9.987858319662306e-01
第6531次迭代：f(x_i)=3.676749364284599e-07, x_1=9.993946058429466e-01,x_2=9.987861534967019e-01
第6532次迭代：f(x_i)=3.670660797228011e-07, x_1=9.993942155906195e-01,x_2=9.987878424935268e-01
第6533次迭代：f(x_i)=3.664579433602760e-07, x_1=9.993956086266070e-01,x_2=9.987881634616728e-01
第6534次迭代：f(x_i)=3.658511188679786e-07, x_1=9.993952189562936e-01,x_2=9.987898496913494e-01
第6535次迭代：f(x_i)=3.652449817686424e-07, x_1=9.993966097502928e-01,x_2=9.987901700948775e-01
第6536次迭代：f(x_i)=3.646401842274207e-07, x_1=9.993962206545907e-01,x_2=9.987918535652135e-01
第6537次迭代：f(x_i)=3.640360382830021e-07, x_1=9.993976092167487e-01,x_2=9.987921734018503e-01
第6538次迭代：f(x_i)=3.634332622745890e-07, x_1=9.993972214114265e-01,x_2=9.987938509924769e-01
第6539次迭代：f(x_i)=3.628318127508871e-07, x_1=9.993986084698053e-01,x_2=9.987941726751522e-01
第6540次迭代：f(x_i)=3.622318623501919e-07, x_1=9.993982188321924e-01,x_2=9.987958443552097e-01
第6541次迭代：f(x_i)=3.616326886007867e-07, x_1=9.993996023441222e-01,x_2=9.987961661312896e-01
第6542次迭代：f(x_i)=3.610344394297268e-07, x_1=9.993992141625291e-01,x_2=9.987978362895409e-01
第6543次迭代：f(x_i)=3.604371114388824e-07, x_1=9.994005959848501e-01,x_2=9.987981572335698e-01
第6544次迭代：f(x_i)=3.598409793025670e-07, x_1=9.994002082746044e-01,x_2=9.987998230656181e-01
第6545次迭代：f(x_i)=3.592459082406196e-07, x_1=9.994015865769580e-01,x_2=9.988001440953792e-01
第6546次迭代：f(x_i)=3.586514686254092e-07, x_1=9.994012000241734e-01,x_2=9.988018096230588e-01
第6547次迭代：f(x_i)=3.580579577569607e-07, x_1=9.994025778447766e-01,x_2=9.988021292225147e-01
第6548次迭代：f(x_i)=3.574658944170071e-07, x_1=9.994021908399778e-01,x_2=9.988037898317982e-01
第6549次迭代：f(x_i)=3.568746234037654e-07, x_1=9.994035651633746e-01,x_2=9.988041095111552e-01
第6550次迭代：f(x_i)=3.562842446263402e-07, x_1=9.994031795793357e-01,x_2=9.988057686215160e-01
第6551次迭代：f(x_i)=3.556947892300457e-07, x_1=9.994045522498559e-01,x_2=9.988060874615575e-01
第6552次迭代：f(x_i)=3.551065053750335e-07, x_1=9.994041671085492e-01,x_2=9.988077422870474e-01
第6553次迭代：f(x_i)=3.545192713705324e-07, x_1=9.994055363078349e-01,x_2=9.988080611995355e-01
第6554次迭代：f(x_i)=3.539326634556612e-07, x_1=9.994051522909649e-01,x_2=9.988097157353673e-01
第6555次迭代：f(x_i)=3.533469633474582e-07, x_1=9.994065210370455e-01,x_2=9.988100332143438e-01
第6556次迭代：f(x_i)=3.527627060246345e-07, x_1=9.994061365459039e-01,x_2=9.988116828768906e-01
第6557次迭代：f(x_i)=3.521792105767329e-07, x_1=9.994075018430609e-01,x_2=9.988120004226707e-01
第6558次迭代：f(x_i)=3.515966212867483e-07, x_1=9.994071187381698e-01,x_2=9.988136486087683e-01
第6559次迭代：f(x_i)=3.510149118725067e-07, x_1=9.994084824185014e-01,x_2=9.988139653082354e-01
第6560次迭代：f(x_i)=3.504343953650391e-07, x_1=9.994080997284656e-01,x_2=9.988156092502458e-01
第6561次迭代：f(x_i)=3.498548725193843e-07, x_1=9.994094599853479e-01,x_2=9.988159260092740e-01
第6562次迭代：f(x_i)=3.492760156129486e-07, x_1=9.994090783873802e-01,x_2=9.988175696760210e-01
第6563次迭代：f(x_i)=3.486980008157092e-07, x_1=9.994104382191048e-01,x_2=9.988178849985069e-01
第6564次迭代：f(x_i)=3.481214687949303e-07, x_1=9.994100561252462e-01,x_2=9.988195238365359e-01
第6565次迭代：f(x_i)=3.475456241674180e-07, x_1=9.994114125553947e-01,x_2=9.988198392131222e-01
第6566次迭代：f(x_i)=3.469707437899228e-07, x_1=9.994110318140074e-01,x_2=9.988214765967758e-01
第6567次迭代：f(x_i)=3.463966561568990e-07, x_1=9.994123866627188e-01,x_2=9.988217911203096e-01
第6568次迭代：f(x_i)=3.458238264075454e-07, x_1=9.994120063090263e-01,x_2=9.988234243001238e-01
第6569次迭代：f(x_i)=3.452518912140620e-07, x_1=9.994133577811513e-01,x_2=9.988237388707213e-01
第6570次迭代：f(x_i)=3.446807047782710e-07, x_1=9.994129787623045e-01,x_2=9.988253706075511e-01
第6571次迭代：f(x_i)=3.441105120116699e-07, x_1=9.994143286709971e-01,x_2=9.988256843215434e-01
第6572次迭代：f(x_i)=3.435413662925431e-07, x_1=9.994139500253252e-01,x_2=9.988273118750595e-01
第6573次迭代：f(x_i)=3.429733084214370e-07, x_1=9.994152965821692e-01,x_2=9.988276256291866e-01
